,bound,PhotonOut flux,P680SGTp flux,μₓ,Photon Absorption,VITD3Sp flux,P700SGTp flux,LHCIIabsp flux,PCHLDp flux,RHODOPSINIp flux,BCAROSingletp flux,ZEAXExcp flux,OECLghtDMGp flux
505,505.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
500,500.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
495,495.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
490,490.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
485,485.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
480,480.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
475,475.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
470,470.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
465,465.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
460,460.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
455,455.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
450,450.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
445,445.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
440,440.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
435,435.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
430,430.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
425,425.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
420,420.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
415,415.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
410,410.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
405,405.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
400,400.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
395,395.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
390,390.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
385,385.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
380,380.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
375,375.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
370,370.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
365,365.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
360,360.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
355,355.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
350,350.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
345,345.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
340,340.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
335,335.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
330,330.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
325,325.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
320,320.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
315,315.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
310,310.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
305,305.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
300,300.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
295,295.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
290,290.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
285,285.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
280,280.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
275,275.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
270,270.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
265,265.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
260,260.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
255,255.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
250,250.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
245,245.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
240,240.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
235,235.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
230,230.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
225,225.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
220,220.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
215,215.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
210,210.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
205,205.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
200,200.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
195,195.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
190,190.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
185,185.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
180,180.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
175,175.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
170,170.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
165,165.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
160,160.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
155,155.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
150,150.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
145,145.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
140,140.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
135,135.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
130,130.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
125,125.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
120,120.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
115,115.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
110,110.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
105,105.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
100,100.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
95,95.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
90,90.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
85,85.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
80,80.0,18.078,299.65427927351976,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567975,0.0,49.01055752870912,0.0
75,75.0,18.078,295.3592236419965,0.038560620042751924,981.922,0.0,488.7257763580035,140.7658839242512,0.00011606746632868328,4.12625,0.0,50.468999999999994,0.0
70,70.0,18.078,291.3544698899569,0.038560620042751924,981.922,0.0,487.7305301100431,140.7658839242512,0.00011606746632868328,7.25125,0.0,50.468999999999994,0.0
65,65.0,18.078,285.5091313134798,0.038560620042751924,981.922,0.0,486.27786868652015,140.7658839242512,0.00011606746632868328,11.812499999999998,0.0,50.468999999999994,0.0
60,60.0,18.078,275.5340906678995,0.038560620042751924,981.922,0.0,483.7989093321005,140.7658839242512,0.00011606746632868328,19.596249999999998,0.0,50.468999999999994,0.0
55,55.0,18.078,263.51982941178056,0.038560620042751924,981.922,0.0,480.8131705882194,140.7658839242512,0.00011606746632868328,28.971249999999998,0.0,50.468999999999994,0.0
50,50.0,18.078,249.6499807467741,0.038560620042751924,981.922,0.0,478.2240192532259,140.7658839242512,0.00011606746632868328,39.258125,0.0,50.468999999999994,0.0
45,45.0,18.078,231.58659441741824,0.038560620042751924,981.922,0.0,476.28740558258175,140.7658839242512,0.00011606746632868328,51.758125,0.0,50.468999999999994,0.0
40,40.0,18.078,213.52320808806238,0.038560620042751924,981.922,0.0,474.3507919119376,140.7658839242512,0.00011606746632868328,64.25812499999999,0.0,50.468999999999994,0.0
35,35.0,18.078,195.017,0.038560620042751924,981.922,0.0,472.85699999999997,140.7658839242512,0.00011606746632868328,76.75812499999999,0.0,50.468999999999994,0.0
30,30.0,18.078,172.499,0.038560620042751924,981.922,0.0,472.85699999999997,143.2838839242512,0.00011606746632868328,89.25812499999999,0.0,50.468999999999994,0.0
25,25.0,18.078,147.499,0.038560620042751924,981.922,0.0,472.85699999999997,148.2838839242512,0.00011606746632868328,101.75812499999999,0.0,50.468999999999994,0.0
20,20.0,18.078,120.0,0.038560620042751924,981.922,0.0,475.356,153.2838839242512,0.00011606746632868328,114.25812499999999,0.0,50.468999999999994,0.0
15,15.0,18.078,90.0,0.038560620042751924,981.922,0.0,480.356,158.2838839242512,0.00011606746632868328,126.75812499999998,0.0,50.468999999999994,0.0
10,10.0,18.078,60.0,0.038560620042751924,981.922,0.0,485.356,163.28388392425117,0.00011606746632868328,139.25812499999998,0.0,50.468999999999994,0.0
5,5.0,18.078,30.0,0.038560620042751924,981.922,0.0,490.356,168.28388392425117,0.00011606746632868328,151.75812499999998,0.0,50.468999999999994,0.0
0,0.0,18.078,0.0,0.038560620042751924,981.922,0.0,495.356,173.28388392425117,0.00011606746632868328,164.25812499999998,0.0,50.468999999999994,0.0
